PRICE ENTRY NO,CUSTOMER CODE,PRODUCT CODE,PRICE DATE,SELLING PRICE,FROM DATE,TO DATE,TITLE NUMBER,PRICE TITLE
0000011929,2010355,01010002,2025-02-16 00:00:00.0,257.6329,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0020,RC HSD DF NF
0000011929,2010196,01010002,2025-02-16 00:00:00.0,257.6329,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0020,RC HSD DF NF
0000011929,2080165,01010002,2025-02-16 00:00:00.0,256.6051,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0020,RC HSD DF NF
0000011958,2010135,01010002,2025-02-16 00:00:00.0,257.6909,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011958,2010002,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011958,2010022,01010002,2025-02-16 00:00:00.0,257.6909,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011958,2010133,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011958,2010027,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011952,2080107,01020002,2025-02-16 00:00:00.0,248.7852,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0016,RS PMG MFA NF
0000011958,2010313,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011958,2010262,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011958,2010282,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0022,RC HSD MFA NF
0000011952,2080171,01020002,2025-02-16 00:00:00.0,248.7852,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0016,RS PMG MFA NF
0000011952,2010089,01020002,2025-02-16 00:00:00.0,248.8341,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0016,RS PMG MFA NF
0000011952,2010291,01020002,2025-02-16 00:00:00.0,248.8183,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0016,RS PMG MFA NF
0000011956,2010355,01020002,2025-02-16 00:00:00.0,249.813,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0026,RC PMG DF NF
0000011956,2010183,01020002,2025-02-16 00:00:00.0,249.813,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0026,RC PMG DF NF
0000011983,2010056,01020026,2025-02-16 00:00:00.0,267.9982,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0139,RC PMG 95 RON DF F
0000011983,2010584,01020026,2025-02-16 00:00:00.0,500,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0139,RC PMG 95 RON DF F
0000011956,2010335,01020002,2025-02-16 00:00:00.0,248.7633,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0026,RC PMG DF NF
0000011956,2080157,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0026,RC PMG DF NF
0000011981,2010491,01020002,2025-02-16 00:00:00.0,257.2,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0141,BE02
0000011929,2010286,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0020,RC HSD DF NF
0000011932,2010487,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0030,RN HSD DF NF
0000011932,2010315,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0030,RN HSD DF NF
0000011962,2010065,01020002,2025-02-16 00:00:00.0,249.0217,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0034,RN PMG DF NF
0000011977,2080031,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080065,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080085,01010002,2025-02-16 00:00:00.0,256.6051,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080098,01010002,2025-02-16 00:00:00.0,256.6051,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080168,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080082,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080033,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080027,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080048,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011977,2080034,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011931,2010476,01020002,2025-02-16 00:00:00.0,249.0488,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0028,RC PMG MFA NF
0000011931,2080124,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0028,RC PMG MFA NF
0000011931,2010313,01020002,2025-02-16 00:00:00.0,248.8341,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0028,RC PMG MFA NF
0000011931,2010116,01020002,2025-02-16 00:00:00.0,248.8341,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0028,RC PMG MFA NF
0000011931,2010374,01020002,2025-02-16 00:00:00.0,248.8341,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0028,RC PMG MFA NF
0000011931,2010276,01020002,2025-02-16 00:00:00.0,248.8341,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0028,RC PMG MFA NF
0000011949,2010158,01020002,2025-02-16 00:00:00.0,249.8001,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0014,RS PMG DF NF
0000011949,2010168,01020002,2025-02-16 00:00:00.0,248.7633,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0014,RS PMG DF NF
0000011949,2080217,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0014,RS PMG DF NF
0000011949,2010039,01020002,2025-02-16 00:00:00.0,248.7633,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0014,RS PMG DF NF
0000011949,2010057,01020002,2025-02-16 00:00:00.0,248.7633,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0014,RS PMG DF NF
0000011949,2080226,01020002,2025-02-16 00:00:00.0,248.7633,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0014,RS PMG DF NF
0000011967,2010347,01020002,2025-02-16 00:00:00.0,248.7633,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0122,KP PMG DF NF
0000011970,2010222,01020002,2025-02-16 00:00:00.0,248.7852,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0120,KP PMG MFB NF
0000011938,2010382,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0043,RN HSD MFB NF
0000011954,2010152,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0021,RC HSD MFA F
0000011954,2010533,01010002,2025-02-16 00:00:00.0,256.8687,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0021,RC HSD MFA F
0000011954,2010195,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0021,RC HSD MFA F
0000011954,2010399,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0021,RC HSD MFA F
0000011954,2010290,01010002,2025-02-16 00:00:00.0,256.654,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0021,RC HSD MFA F
0000011936,2010142,01020002,2025-02-16 00:00:00.0,248.8341,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0035,RN PMG MFA F
0000011936,2010610,01020002,2025-02-16 00:00:00.0,249.9688,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0035,RN PMG MFA F
0000011986,***,08010002,2025-02-19 00:00:00.0,2143.8454,2025-02-19 00:00:00.0,2025-02-28 00:00:00.0,0142,Price for Chevron Lubricant
0000011986,***,08010022,2025-02-19 00:00:00.0,905.8815,2025-02-19 00:00:00.0,2025-02-28 00:00:00.0,0142,Price for Chevron Lubricant
0000011935,2010307,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0033,RN PMG DF F
0000011935,2080187,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0033,RN PMG DF F
0000011935,2010566,01020002,2025-02-16 00:00:00.0,249.9417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0033,RN PMG DF F
0000011935,2010081,01020002,2025-02-16 00:00:00.0,249.813,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0033,RN PMG DF F
0000011966,2080234,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0116,KP HSD DF NF
0000011966,2010215,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0116,KP HSD DF NF
0000011986,***,08020001,2025-02-19 00:00:00.0,1598.9086,2025-02-19 00:00:00.0,2025-02-28 00:00:00.0,0142,Price for Chevron Lubricant
0000011986,***,08020013,2025-02-19 00:00:00.0,991.7116,2025-02-19 00:00:00.0,2025-02-28 00:00:00.0,0142,Price for Chevron Lubricant
0000011935,2010594,01020002,2025-02-16 00:00:00.0,249.0488,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0033,RN PMG DF F
0000011935,2010614,01020002,2025-02-16 00:00:00.0,249.0488,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0033,RN PMG DF F
0000011936,2010543,01020002,2025-02-16 00:00:00.0,248.8183,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0035,RN PMG MFA F
0000011943,2010605,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0009,RS HSD DF F
0000011965,2080150,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0117,KP HSD MFA F
0000011971,2080229,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0114,KP HSD MFB NF
0000011975,2010593,01020002,2025-02-16 00:00:00.0,249.0488,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0134,RN MFB F
0000011975,2010581,01020002,2025-02-16 00:00:00.0,250.5783,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0134,RN MFB F
0000011978,2020321,01010002,2025-02-16 00:00:00.0,263.95,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0037,CONSUMER
0000011978,2020380,01010002,2025-02-16 00:00:00.0,264.5483,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0037,CONSUMER
0000011978,2020365,01010002,2025-02-16 00:00:00.0,264.7104,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0037,CONSUMER
0000011984,2010521,01020023,2025-02-16 00:00:00.0,257.7085,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0139,RC PMG 95 RON DF F
0000011978,2020033,01010002,2025-02-16 00:00:00.0,263.95,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0037,CONSUMER
0000011978,2020330,01010002,2025-02-16 00:00:00.0,263.95,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0037,CONSUMER
0000011978,2020318,01010002,2025-02-16 00:00:00.0,263.95,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0037,CONSUMER
0000011946,2010204,01020002,2025-02-16 00:00:00.0,249.8361,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0047,RC PMG MFB NF
0000011946,2010220,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0047,RC PMG MFB NF
0000011941,2010370,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0006,RS HSD MFB F
0000011941,2010587,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0006,RS HSD MFB F
0000011941,2010415,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0006,RS HSD MFB F
0000011948,2080222,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0010,RS HSD DF NF
0000011946,2010339,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0047,RC PMG MFB NF
0000011946,2010293,01020002,2025-02-16 00:00:00.0,249.8361,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0047,RC PMG MFB NF
0000011930,2010471,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010486,01020002,2025-02-16 00:00:00.0,249.6962,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010592,01020002,2025-02-16 00:00:00.0,249.0488,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011948,2010174,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0010,RS HSD DF NF
0000011930,2080200,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010552,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010038,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011948,2010219,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0010,RS HSD DF NF
0000011948,2010097,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0010,RS HSD DF NF
0000011930,2080185,01020002,2025-02-16 00:00:00.0,249.8361,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010483,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010515,01020002,2025-02-16 00:00:00.0,249.8361,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2080160,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011948,2010383,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0010,RS HSD DF NF
0000011930,2010572,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010509,01020002,2025-02-16 00:00:00.0,249.0488,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010516,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010365,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2080201,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010074,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010395,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010426,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011930,2010297,01020002,2025-02-16 00:00:00.0,248.7762,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0025,RC PMG DF F
0000011976,2080004,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080069,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080068,01020002,2025-02-16 00:00:00.0,248.7852,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080082,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080047,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080141,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080095,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080147,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080087,01020002,2025-02-16 00:00:00.0,249.8361,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080148,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080053,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080003,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011976,2080009,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0080,COMMERCIAL
0000011943,2010541,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0009,RS HSD DF F
0000011943,2010420,01010002,2025-02-16 00:00:00.0,257.62,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0009,RS HSD DF F
0000011943,2010019,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0009,RS HSD DF F
0000011927,2010325,01010002,2025-02-16 00:00:00.0,256.6382,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0004,RS HSD MFA F
0000011927,2010047,01010002,2025-02-16 00:00:00.0,257.675,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0004,RS HSD MFA F
0000011927,2010096,01010002,2025-02-16 00:00:00.0,256.6382,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0004,RS HSD MFA F
0000011927,2080106,01010002,2025-02-16 00:00:00.0,256.6051,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0004,RS HSD MFA F
0000011927,2010073,01010002,2025-02-16 00:00:00.0,257.675,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0004,RS HSD MFA F
0000011927,2010091,01010002,2025-02-16 00:00:00.0,256.6382,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0004,RS HSD MFA F
0000011928,2010522,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0019,RC HSD DF F
0000011945,2010220,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0049,RC HSD MFB NF
0000011945,2010225,01010002,2025-02-16 00:00:00.0,256.8687,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0049,RC HSD MFB NF
0000011926,2080153,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011957,2010504,01020002,2025-02-16 00:00:00.0,248.7852,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0050,RS PMG MFB F
0000011957,2010598,01020002,2025-02-16 00:00:00.0,249.0217,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0050,RS PMG MFB F
0000011933,2010327,01010002,2025-02-16 00:00:00.0,256.8687,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011933,2010371,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011933,2080164,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011933,2010307,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011928,2010038,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0019,RC HSD DF F
0000011945,2010257,01010002,2025-02-16 00:00:00.0,257.656,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0049,RC HSD MFB NF
0000011926,2010606,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011926,2010405,01020002,2025-02-16 00:00:00.0,250.1988,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011926,2010510,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011926,2080215,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011926,2010500,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011926,2010439,01020002,2025-02-16 00:00:00.0,249.8361,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011926,2010558,01020002,2025-02-16 00:00:00.0,248.7993,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0046,RC PMG MFB F
0000011933,2010432,01010002,2025-02-16 00:00:00.0,256.5832,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011933,2010518,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011933,2010511,01010002,2025-02-16 00:00:00.0,256.5961,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011933,2010330,01010002,2025-02-16 00:00:00.0,256.8417,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0029,RN HSD DF F
0000011928,2010583,01010002,2025-02-16 00:00:00.0,256.8687,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0019,RC HSD DF F
0000011928,2010527,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0019,RC HSD DF F
0000011928,2080253,01010002,2025-02-16 00:00:00.0,256.6192,2025-02-16 00:00:00.0,2025-02-28 00:00:00.0,0019,RC HSD DF F
